URL,更新日,タイトル,本文
https://ishiharakaori-fc.com/news/?id=293,2025/04/01,会報12号、発行決定！会員の皆さんからのおたよりを大募集！,会報12号の発行が決定しました♪ 発行を記念して、アンケート募集を行います！ ※アンケート期間は終了しました。 アンケートはこちら 会報誌を確実に皆さまのお手元に届けるために、必ず下記をご一読いただきますようお願いいたします。 ◆発送日 2025年5月23日（金）より順次発送を予定しております。 ※1週間〜10日ほどかけて到着となります ◆発送対象 ・「hand in hand」有効会員の方 ・2025年5月31日（土）までに会員登録・入金完了までお手続きをお済ませいただいた方 ◆発送先住所確認のお願い 会報誌の発送に伴い、お引越しをされた方、お引越し予定の方は、期間内に必ず住所変更のお手続きをお願いいたします。 ※住所変更期間が短くなっておりますので、ご注意ください ＜確認期間＞ 2025年5月4日（日）23:59まで ＜確認・変更方法＞ ログイン後、MYPAGE内 会員情報にてご確認・変更ください ※確認期間内に住所変更がされていなかった場合・住所不明による未着や紛失等があった場合、再送のご対応はできかねます。あらかじめご了承ください。 ◆未着問合せ期間のご案内 時間がたってもお手元に会報誌が届かない場合は、以下の期間中に「お問い合わせ」よりご連絡ください。 ＜未着問い合わせ期間＞ 2025年6月9日（月）〜6月15日（日）23:59まで ※ゆうメール、ポスト投函でのお届けとなります。 ※上記期間以外のお問い合わせにつきましては、ご対応いたしかねますのでご注意ください。 ※再送対応にお時間をいただいてしまう可能性がございます。予めご了承ください。
https://ishiharakaori-fc.com/news/?id=294,2024/11/27,会報11号／会員の皆さんからのおたよりを大募集！,会報11号／会員の皆さんからのおたよりを大募集！ 会報11号の発行にあたり、ファンクラブ会員の皆さんから下記のテーマで投稿を募集します！ 投稿をお待ちしております！ ●テーマ ・夏織ちゃんの人生相談 ハンズから募集したお悩みに夏織ちゃんが答えてくれます！ ※会報誌に掲載される可能性がありますので、掲載しても問題のない範囲のお悩みでお願いいたします。 ※掲載にあたって、一部文章を編集する場合がございます。あらかじめご了承ください。 ●投稿可能なもの ・文字（500文字以内） ●締切 2024年12月3日（火）23：59まで ●その他 ・アンケートはお一人様一度になります。 ▽アンケートはこちらから アンケートに答える
https://ishiharakaori-fc.com/news/?id=295,2024/12/24,メリークリスマス🎁夏織ちゃんからグリーティングカードが届きました！,ハンズの皆さま こんばんは！ 本日はクリスマスイブということで... 夏織ちゃんから、ハンズの皆さんへ クリスマスプレゼントとして グリーティングカードが届きました✨ ぜひチェックしてくださいね！ ※閲覧は2025年1月31日までとなります ◆ グリーティングカードはこちら ◆ 新規ご入会はこちら 是非ダウンロードしてくださいね🎵
https://ishiharakaori-fc.com/news/?id=296,2024/12/13,サポート窓口 年末年始休業のお知らせ,いつも当サイトをご利用いただきありがとうございます。 以下の期間中、年末年始休業のためサポート窓口をお休みさせていただきます。 【年末年始休業期間】 2024年12月27日(金)～2025年1月5日(日) 期間中にいただいたお問い合わせは、2025年1月6日(月)から承りました順に対応させていただきます。 通常よりお時間がかかる場合がございますので、恐れ入りますが、予めご了承いただきますようお願いいたします。 ご迷惑をおかけいたしますが、何卒よろしくお願い申し上げます。
https://ishiharakaori-fc.com/news/?id=297,2024/12/04,「VOICE BLOG」#6　更新！,夏織ちゃんがまったりおしゃべりするコンテンツ 「VOICE BLOG」#6 を更新しました！ ↓ご視聴は、こちらから
https://ishiharakaori-fc.com/news/?id=298,2024/12/08,"くるくる動画　""Calm Magic リリイベver"" を更新！","くるくる動画 ""Calm Magic リリイベver"" を更新しました！ ▽こちらからチェック"
https://ishiharakaori-fc.com/news/?id=299,2024/12/15,「京 Premium Live 2024」終了後コメント を更新！,「京 Premium Live 2024」終了後コメントを更新しました！ ▽こちらからチェック
https://ishiharakaori-fc.com/news/?id=301,2024/12/23,冬グッズ2025コメント を更新！,冬グッズ2025コメントを更新しました！ ▽こちらからチェック
https://ishiharakaori-fc.com/news/?id=302,2024/12/28,UNITY vol.4 開催コメント を更新！,UNITY vol.4 開催コメントを更新しました！ ▽こちらからチェック
https://ishiharakaori-fc.com/news/?id=303,2025/01/01,『かおみくじ』更新！,ハンズの皆さん、あけましておめでとうございます！ 「かおみくじ」が新年に合わせて更新！ 是非、新しい「かおみくじ」をお楽しみにください✨ ▷「かおみくじ」を引く
https://ishiharakaori-fc.com/news/?id=304,2024/12/31,【STAFF BLOG】2024年ありがとうございました！,【STAFF BLOG】2024年ありがとうございました！ を更新しました！ ▽こちらからチェック
https://ishiharakaori-fc.com/news/?id=305,2025/01/04,AR CAMERAのフレーム Vol.39を更新☆,AR CAMERAのフレームを更新しました☆ ビルボードライブを記念して、シフォンワンピースの夏織ちゃんです♡ 是非、色んな写真を撮ってみてください！
https://ishiharakaori-fc.com/news/?id=306,2025/01/04,Billboard Live 2025終了後コメントを更新！,Billboard Live 2025終了後コメント を更新しました！ ▽こちらからチェック
https://ishiharakaori-fc.com/news/?id=307,2025/01/06,"くるくる動画　""Billboard Live衣装ver""	を更新！","くるくる動画 ""Billboard Live衣装ver""を更新しました！ ▽こちらからチェック"
https://ishiharakaori-fc.com/news/?id=309,2025/01/23,Carry up＆up!? オフショット	を更新！,Carry up＆up!? オフショット を更新しました！ ▽こちらからチェック
https://ishiharakaori-fc.com/news/?id=310,2025/02/02,Kaori's diary 節分 ver を更新！,Kaori's diary 節分 ver を更新しました！ ▽こちらからチェック
https://ishiharakaori-fc.com/news/?id=311,2025/01/24,ファンクラブイベント「UNITY」vol.04／楽曲リクエストを大募集！,3月29日（土）開催のファンクラブイベント「UNITY」vol.04にて、夏織ちゃんに歌ってほしい・カバーしてほしい楽曲を大募集します！ 今回のテーマは「学校・学園ソング」♪ あなたが選んだ曲がイベント内で披露されるかも？！ たくさんのご応募お待ちしてます♪ ●テーマ 夏織ちゃんに歌ってほしい学校・学園ソング ※最大3つまで自由記述 ●締切 2025年2月11日（火）23：59まで ●アンケートはこちら https://ishiharakaori-fc.com/enq/form.php?enq_id=48
https://ishiharakaori-fc.com/news/?id=312,2025/01/26,Billboard Live 2025 横浜公演 終了後コメントを更新！,Billboard Live 2025 横浜公演 終了後コメント を更新しました！ ▽こちらからチェック
https://ishiharakaori-fc.com/news/?id=313,2025/01/31,「VOICE BLOG」#7　更新！,夏織ちゃんがまったりおしゃべりするコンテンツ 「VOICE BLOG」#7 を更新しました！ ↓ご視聴は、こちらから
https://ishiharakaori-fc.com/news/?id=314,2025/02/01,"くるくる動画　""Billboard Live横浜衣装ver""	を更新！","くるくる動画 ""Billboard Live横浜衣装ver""を更新しました！ ▽こちらからチェック"
https://ishiharakaori-fc.com/news/?id=315,2025/02/11,UNITY vol.4 開催コメント2 を更新！,UNITY vol.4 開催コメント2を更新しました！ ▽こちらからチェック
https://ishiharakaori-fc.com/news/?id=316,2025/02/14,ハッピーバレンタイン2025 を更新！,ハッピーバレンタイン2025を更新しました！ ▽こちらからチェック
https://ishiharakaori-fc.com/news/?id=317,2025/02/21,夏織学園 期末考査のお知らせ,3月29日(土)に行われるファンクラブイベント「UNITY」vol.04開催に合わせて、下記の期間「夏織学園 期末考査」を実施いたします。 ●日程 2月22日(土)00:00~24日(月・祝)23:59 ●試験範囲 石原夏織 ●結果発表 3月29日(土) ※ファンクラブ会員の方はどなたでもご参加いただけます。 ※皆さんのニックネーム・回答情報は、イベント内やSNS、ファンクラブコンテンツ、会報誌などで利用・掲載する場合がございます。あらかじめご了承ください。 ※期間中、いつでも回答いただけますが、回答の送信はお一人一回限りとなりますので、ご注意ください。 ◆ 試験ページはこちら ◆ 私立 夏織学園
https://ishiharakaori-fc.com/news/?id=319,2025/02/27,「VOICE BLOG」#8　更新！,夏織ちゃんがまったりおしゃべりするコンテンツ 「VOICE BLOG」#8 を更新しました！ ↓ご視聴は、こちらから
https://ishiharakaori-fc.com/news/?id=320,2025/03/08,P's LIVE! 08 ～P's GR∞VE～ 終演後コメント を更新！,P's LIVE! 08 ～P's GR∞VE～ 終演後コメントを更新しました！ ▽こちらからチェック
https://ishiharakaori-fc.com/news/?id=321,2025/03/26,【本日開催！】石原夏織 ファンクラブイベント「UNITY」vol.04 会場物販・CD・Blu-ray購入キャンペーン情報,"石原夏織 ファンクラブイベント UNITY vol.4にて、グッズの会場販売を実施いたします！ イベントチケットページはこちら グッズ 「夏織学園入学セット」 や 「かおりちゃんぬい用衣装 夏織学園ver.」 など、『夏織学園』をテーマにした新商品が多数ラインナップ！ 「夏織学園入学セット」には、カードケースや名刺ケースとしても使える生徒手帳風ケースのほか、学生証、ネームプレート、証明写真2枚が付いてきます！ そして、 石原夏織プロデュースの「かおまもり」 は、運勢を占える 「かおみくじ」 付き✨ すべて 夏織ちゃんの直筆メッセージ が印刷されているので、ぜひチェックしてみてください！♪ また、 今回のイベントのために撮り下ろした「チェキ風カード」には、キラキラ輝く箔押しが入っているかも…！？ どれが当たるかお楽しみに！✨ ⇧タップして拡大 購入特典 5,000円(税込) ご購入ごとに 「かおりちゃんぬいステッカー」 を1枚プレゼント！ 絵柄は、全2種。好きな絵柄をお選びいただけます！ ※お選びいただく際に、一部絵柄の配布が終了している場合がございます。あらかじめご了承ください。 ⇧タップして拡大 販売時間 11:30〜終演後列が途切れるまで ※各部開場30分前は、開場準備のため一時販売を停止いたします。 ※チケットをお持ちでないお客様もご購入いただけますが、各部開場・開演中はチケットをお持ちのお客様のみとなります。 ※各販売につきまして、販売状況により一部品切れの商品がある場合がございます。ご了承ください。 注意事項 ※準備状況により販売時間が前後する場合がございます。 ※イベント販売商品のため、 数に限りがあります。品切れの際はご容赦ください。 ※お支払方法は 現金、クレジットカード(VISA／Master／AMEX／JCB／Diners／DISCOVER)または、QRコード決済（PayPay／楽天ペイ／au PAY／d払い／Alipay+／WeChat Pay）および、交通系IC（※PiTaPaはご利用いただけません）、iD、QUICPay がご利用いただけます。 クレジットカードのお支払回数は一括のみ、ご利用明細はでませんのでご了承ください。※レジ袋のご用意はございません。あらかじめご了承ください。 ※ご購入品のお渡し間違い、釣り銭不足などないよう心がけて販売を行ないますが、必ずご購入後にその場でご確認ください。後ほどのお申し出にはご対応いたしかねます。 ※不良品の交換も当日会場対応のみとなります。ご購入後のご確認お願い申しあげます。 ※徹夜行為は会場ならびに近隣の方のご迷惑になりますため、一切禁止とさせていただきます。 CD・Blu-ray購入キャンペーン 公演当日、会場にて下記対象商品 2,000円（税込） ご購入ごとに1枚 「L版ブロマイド」 をプレゼントいたします！ 絵柄は、全3種。好きな絵柄をお選びいただけます！ 是非この機会をお見逃しなく！ 対象商品 PCCG.02352 石原夏織 3rdAL Calm Scene【初回限定盤】（CD+BD） ¥5,280（税込） PCCG.02353 石原夏織 3rdAL Calm Scene【通常盤】（CD only） ¥3,500（税込） PCXP.51097 石原夏織 2nd LIVE TOUR -Calm Magic-【特装版】 ¥11,000（税込） PCXP.51098 石原夏織 2nd LIVE TOUR -Calm Magic-【通常版】 ¥8,000（税込） 特典 対象商品 2,000円（税込） ご購入ごとに1枚 「L版ブロマイド」 をプレゼントいたします！ 絵柄は、全3種。好きな絵柄をお選びいただけます！ ※商品、特典ともに在庫に限りがございます。 ⇧タップして拡大"
https://ishiharakaori-fc.com/news/?id=322,2025/07/02,7月2日(水)「hand in hand」生配信 開催決定！,7月2日(水)21時30分頃より、 「hand in hand」生配信の開催が決定しました🎉㊗️ 1st E.P 「As I Am」 発売記念生配信の後に配信予定です！ お楽しみに....! 配信概要 配信日時 2025年7月2日(水)21時30分頃 配信開始予定 ※配信直前は混雑が予想されます。配信開始の15～20分前などお早めにログインのうえ配信開始をお待ちください。 ※配信が始まると、動画は自動的に開始いたします。過度なリロードはサイトへの負荷となりますので、お控えいただきますようお願いいたします。 チャット機能について ※チャットに参加する場合は、名前、利用規約とプライバシーポリシーに同意のチェックを入れ、登録を押し、その後にメッセージを入力してください。（チャット上にお名前が表示されない場合は、メッセージ内にもお名前をいれてください ※任意） ※チャット機能は会話に参加するほかのユーザーへの思いやりを忘れずにお楽しみください。 注意事項 ※ご視聴には、石原夏織 オフィシャルファンクラブ「hand in hand」への有料会員登録が必要となります。ご視聴を希望される方は、配信開始までに会員登録・入金完了までお手続きをお済ませください。 ※生配信のため、通信エラー等により配信が途切れる場合がございます。予めご了承ください。 ※本コンテンツは視聴専用となりダウンロードは出来ません。録画・スクリーンショットなどは禁止とさせていただきます。 ※視聴が出来ない方はブラウザを変えてお試しください。 ※機種や端末、ブラウザによって表示が異なる為、再生ボタンやチャットが表示されない場合がございます。その際はブラウザを変えてお試しくださいませ。 ※Androidをご利用されている場合はChrome等にブラウザを変えてお試しください。 ※Wi-Fi環境にてご視聴いただく事を強くお勧めいたします。 ◆ 配信ページはこちら ◆ 新規ご入会はこちら
https://ishiharakaori-fc.com/news/?id=323,2025/03/18,AR CAMERAのフレーム Vol.40〜42を更新☆,AR CAMERAのフレームを更新しました☆ 待望の制服衣装の夏織ちゃんです♡ 是非、色んな写真を撮ってみてください！
https://ishiharakaori-fc.com/news/?id=324,2025/03/21,石原夏織アーティストデビュー7周年コメントを更新！,MOVIE『石原夏織アーティストデビュー7周年コメント』を更新しました！ ▽こちらからチェック
https://ishiharakaori-fc.com/news/?id=325,2025/03/21,祝！石原夏織 アーティストデビュー7周年 サイト新ビジュアルを更新！,本日3月21日は、石原夏織 アーティストデビュー7周年の記念日👏 デビュー7周年を記念して 🩷サイト新ビジュアル 💛新デザイン会員証 🤍タッチアイコン(スマホのホーム画面にFCサイトを追加いただくと、アイコンが表示されます) を更新しました🎉 blooming flowerのように春らしい撮り下ろしカットとなっています🌼 2025年は、四季でビジュアルが変化しますので、お楽しみに🤭
https://ishiharakaori-fc.com/news/?id=326,2025/03/19,P's LIVE! 08 ～P's GR∞VE～ パンフレット撮影オフショット を更新！,P's LIVE! 08 ～P's GR∞VE～ パンフレット撮影オフショットを更新しました！ ▽こちらからチェック
https://ishiharakaori-fc.com/news/?id=327,2025/03/19,"""サッカー部のマネージャー"" 夏織ちゃん を更新！","""サッカー部のマネージャー"" 夏織ちゃんを更新しました！ ▽こちらからチェック"
https://ishiharakaori-fc.com/news/?id=328,2025/03/21,Ishihara Kaori Debut 7th Anniversary special movie by 夏織スタッフ を更新！,MOVIE『Ishihara Kaori Debut 7th Anniversary special movie by 夏織スタッフ』を更新しました！ ▽こちらからチェック
https://ishiharakaori-fc.com/news/?id=329,2025/03/22,【85 BLOG】7周年リレーブログ 其の一,【85 BLOG】7周年リレーブログ 其の一 を更新しました！ ▽こちらからチェック
https://ishiharakaori-fc.com/news/?id=330,2025/03/23,"くるくる動画 ""石原夏織のCarry up&up!? -公開イベント2025-"" verを更新！","MOVIE『くるくる動画 ""石原夏織のCarry up&up!? -公開イベント2025-"" ver』を更新しました！ ▽こちらからチェック"
https://ishiharakaori-fc.com/news/?id=331,2025/03/23,石原夏織のCarry up&up!? -公開イベント2025- オフショットを更新！,MOVIE『石原夏織のCarry up&up!? -公開イベント2025- オフショット』を更新しました！ ▽こちらからチェック
https://ishiharakaori-fc.com/news/?id=332,2025/03/24,【田中 BLOG】7周年リレーブログ 其の二,【田中 BLOG】7周年リレーブログ 其の二を更新しました！ ▽こちらからチェック
https://ishiharakaori-fc.com/news/?id=333,2025/03/25,冬グッズ撮影オフショット①を更新！,MOVIE『冬グッズ撮影オフショット①』を更新しました！ ▽こちらからチェック
https://ishiharakaori-fc.com/news/?id=334,2025/03/27,冬グッズ撮影オフショット②を更新！,MOVIE『冬グッズ撮影オフショット②』を更新しました！ ▽こちらからチェック
https://ishiharakaori-fc.com/news/?id=335,2025/03/27,"くるくる動画 ""バレリーナver"" を更新！","MOVIE『くるくる動画 ""バレリーナver"" 』を更新しました！ ▽こちらからチェック"
https://ishiharakaori-fc.com/news/?id=336,2025/03/26,【和田 BLOG】7周年リレーブログ 其の三「夏織さんとハンズへの愛」,【和田 BLOG】7周年リレーブログ 其の三「夏織さんとハンズへの愛」を更新しました！ ▽こちらからチェック
https://ishiharakaori-fc.com/news/?id=337,2025/03/28,【おすぎまん BLOG】7周年リレーブログ 其の四,【おすぎまん BLOG】7周年リレーブログ 其の四を更新しました！ ▽こちらからチェック
https://ishiharakaori-fc.com/news/?id=338,2025/03/29,石原夏織ファンクラブイベント「UNITY」vol.04終演後コメントを更新！,MOVIE『石原夏織ファンクラブイベント「UNITY」vol.04終演後コメント』を更新しました！ ▽こちらからチェック
https://ishiharakaori-fc.com/news/?id=339,2025/03/30,【STAFF BLOG】7周年リレーブログ 其の五「FCイベントご参加ありがとうございました！」,【STAFF BLOG】7周年リレーブログ 其の五「FCイベントご参加ありがとうございました！」を更新しました！ ▽こちらからチェック
https://ishiharakaori-fc.com/news/?id=340,2025/04/01,『かおみくじ』更新！,「かおみくじ」に新しいおみくじが追加！ 是非、おみくじを引いてみてくださいね✨ ▷「かおみくじ」を引く
https://ishiharakaori-fc.com/news/?id=341,2025/04/04,石原夏織 ファンクラブイベント「UNITY」vol.04 事後通販情報,"石原夏織 ファンクラブイベント「UNITYvol.4」グッズの事後通信販売を下記の通り実施いたします！ ラインナップ ●卓上カレンダー／2,500円（税込） ●かおりちゃんぬい衣装 夏織学園ver.／2,500円（税込） ●ぬいぐるみポーチ／3,000円（税込） ●【受注商品】ブロマイドセット／各1,000円（税込） ●【受注商品】チェキ風カード／500円（税込） ●アクリルスタンド 制服ver.／1,500円（税込） ●かおまもり〜かおみくじつき〜／各1,300円（税込） ※ファンクラブ会員のみ購入可能となります。 販売期間 4月4日（金）18:00〜 販売URL https://canime.jp/ishiharakaori/ ※商品は販売開始時間より表示されます ※在庫販売アイテムは準備数に限りがございます。あらかじめご了承ください ※ご購入の際は『きゃにめ』への会員登録が必要です。またファンクラブ会員のみ購入可能商品は、オフィシャルファンクラブ『hand in hand』への入会が必要です ※通販に関するご質問は、 こちら からお問い合わせください"
https://ishiharakaori-fc.com/news/?id=342,2025/04/14,「石原夏織のCarry up!? NEXT」FC限定パートの配信が決定！,ハンズの皆さんに嬉しいお知らせです！ 「石原夏織のCarry up!? NEXT」のFC限定パートが誕生します！ 初回放送は、4月14日(月)19：00〜 毎回、ラジオ配信の翌週にup予定です🩵 配信はこちらから→ ＃1 配信 配信はこちらから→ ＃2 配信 アーカイブは、初回配信後にMOVIEページからご覧いただけます。 お楽しみに！
https://ishiharakaori-fc.com/news/?id=343,2025/04/16,"くるくる動画 ""夏織学園ver"" を更新！","MOVIE『くるくる動画 ""夏織学園ver"" 』を更新しました！ ▽こちらからチェック"
https://ishiharakaori-fc.com/news/?id=344,2025/04/28,AR CAMERAのフレーム Vol.43・44を更新☆,AR CAMERAのフレームを更新しました☆ UNITY vol.04 のアイドル風夏織ちゃんです♡ 是非、色んな写真を撮ってみてください！
https://ishiharakaori-fc.com/news/?id=345,2025/05/05,5月12日(月)18：00〜「石原夏織のCarry up!? NEXT」FC限定パート #3　配信します！,「石原夏織のCarry up!? NEXT」のFC限定パート #3 5月12日(月)18：00〜 より配信します！ 1時間早いのでご注意ください！ 配信はこちらから→ ＃3 配信 アーカイブは、 MOVIEページ ・ 特設ページ からご覧いただけます。 お楽しみに！
https://ishiharakaori-fc.com/news/?id=346,2025/05/02,2nd LIVE TOUR -Calm Magic- Osaka behind	 を更新！,MOVIE『2nd LIVE TOUR -Calm Magic- Osaka behind』を更新しました！ ▽こちらからチェック
https://ishiharakaori-fc.com/news/?id=347,2025/05/03,2nd LIVE TOUR -Calm Magic- Aichi behind を更新！,MOVIE『2nd LIVE TOUR -Calm Magic- Aichi behind』を更新しました！ ▽こちらからチェック
https://ishiharakaori-fc.com/news/?id=348,2025/05/04,2nd LIVE TOUR -Calm Magic- Kanagawa behind を更新！,MOVIE『2nd LIVE TOUR -Calm Magic- Kanagawa behind』を更新しました！ ▽こちらからチェック
https://ishiharakaori-fc.com/news/?id=349,2025/05/05,2nd LIVE TOUR -Calm Magic- Tokyo behind を更新！,MOVIE『2nd LIVE TOUR -Calm Magic- Tokyo behind』を更新しました！ ▽こちらからチェック
https://ishiharakaori-fc.com/news/?id=350,2025/05/06,2nd LIVE TOUR -Calm Magic- rehearsal behind を更新！,MOVIE『2nd LIVE TOUR -Calm Magic- rehearsal behind』を更新しました！ ▽こちらからチェック
https://ishiharakaori-fc.com/news/?id=351,2025/05/19,【6月2日オープン】石原夏織オフィシャルファンクラブ「hand in hand」月額会費コース新設について,石原夏織オフィシャルファンクラブ「hand in hand」では、新たに月額会員コースを新設いたします。 【開設日】 2025年6月2日(月) ※10:30~18:30のメンテナンス以降 【会員特典】※年額コースも共通 ・デジタル会員証の発行(各コースオリジナル絵柄) ・会員限定グッズの購入 ・ファンクラブ限定イベント参加権 ・イベントチケット先行申し込み ・誕生日メール ※誕生日当日にメールが届きます ・グリーティングメール（不定期） ・ファンクラブ限定生配信 ・限定WEBコンテンツの閲覧(RADIO・VOICE BLOG・WALLPAPER・MOVIE・AR CAMERA・OMIKUJI etc...) ※年額コースと異なり、郵送物(カード会員証・会報誌など)の発送はございません 【会費】 月会費 660円（税込） 【決済方法】 クレジットカード決済(VISA/MasterCard/JCB/AMEX/DinersClub) ※ 会費ご入金のキャンセル・返金はお受けできませんのでご注意ください。 ※ ご入会は日本在住、日本円決済が条件となります。 ぜひ、この機会にファンクラブへ遊びに来てください！ よろしくお願いいたします。 これに伴い、システムメンテナンスおよび利用規約の改定を実施させていただきます。 ■メンテナンス期間 2025年6月2日(月)10:30～18:30（予定） ※開始・終了時刻は前後する場合がございます。 ※メンテナンス期間中は、サイトの閲覧・入退会及び、全てのサービスがご利用できませんので、ご注意ください。 ■利用規約改定日 2025年6月2日(月) 改定後の利用規約は こちら
https://ishiharakaori-fc.com/news/?id=352,2025/05/05,【重要】石原夏織オフィシャルファンクラブ「hand in hand」月額会費コース新設！！,石原夏織オフィシャルファンクラブ「hand in hand」では、FC開設4周年にあたり、新たに月額会員コースを新設いたします。 詳細につきましては、後日発表いたします。 お楽しみに！
https://ishiharakaori-fc.com/news/?id=353,2025/05/19,本人認証サービス「3Dセキュア2.0」対応に伴うメンテナンス実施および利用規約改定のお知らせ,いつも当サイトをご利用いただきありがとうございます。 この度、クレジットカード決済でのお支払いやご入会において、本人認証サービス「3Dセキュア2.0（EMV 3Dセキュア）」を導入することとなりました。 ■本人認証サービス（3Dセキュア2.0）とは インターネット上でクレジットカード決済をより安全に行うために、VISA、Mastercard、JCB、AMEXが推奨するクレジットカード不正利用対策のための本人認証サービスです。 カード決済をご利用される方の、デバイス情報や決済履歴等を基にした「リスクベース認証」によって不正利用の可能性についての判断を行います。 取引の大半は追加認証なしに認証が完了し、高リスクと判断される取引にのみ、 ワンタイムパスワード等の追加認証が行われます。 ※既にファンクラブご入会済みかつクレジットカード情報登録済みのお客様には影響ございません。 ※本人認証の方法は、カード会社により異なります。 ※ご利用のカードが『3Dセキュア2.0』に対応されているかご不明な場合や、本人認証についてのお問い合わせにつきましては、当サポートセンターでは確認ができません。大変お手数ではございますが、ご利用のカード発行会社へお問い合わせください。 これに伴い、システムメンテナンスおよび利用規約の改定を実施させていただきます。 ■メンテナンス期間 2025年6月2日(月)10:30～18:30（予定） ※開始・終了時刻は前後する場合がございます。 ※メンテナンス期間中は、サイトの閲覧・入退会及び、全てのサービスがご利用できませんので、ご注意ください。 ■利用規約改定日 2025年6月2日(月) 改定後の利用規約は こちら
https://ishiharakaori-fc.com/news/?id=355,2025/05/07,Kaori's diary P's LIVE ver を更新！,MOVIE『Kaori's diary P's LIVE ver』を更新しました！ ▽こちらからチェック
https://ishiharakaori-fc.com/news/?id=356,2025/05/19,【重要】既存会員・FCご入会検討中の皆様へ 年会費改定のお知らせ,"いつも石原夏織を応援いただき、 また、『hand in hand』をご利用くださいまして誠にありがとうございます。 大変心苦しいお知らせではございますが、この度、2025年6月2日(月)より『hand in hand』の年会費を下記の通り改定させていただきます。 従来価格を維持してサービスを提供してまいりましたが、昨今の諸物価高騰や、物流費をはじめとする運営諸経費等のコスト増による影響を受け、慎重に検討を重ねた結果やむなく改定をする運びとなりました。 非常に心苦しいお願いとなり、会員の皆さまにはご負担をおかけいたしますが、今後もより一層のサービス向上に努めてまいりますので、何卒ご理解賜りたくお願い申し上げます。 【変更前価格】 年会費：5,000円(税込) 【変更後価格】 年会費：6,000円(税込) ※ 入会費(初年度のみ)は1,000円(税込)から変更はございません。 これに伴い、システムメンテナンスを実施させていただきます。 【メンテナンス期間】 2025年6月2日(月)10:30～18:30 (予定) ※ 開始・終了時刻は前後する場合がございます。 ※ メンテナンス期間中は、サイトの閲覧・入退会及び、全てのサービスがご利用できませんので、ご注意ください。 ※ 別途2025年5月23日(金)18:00～6月2日(月)18:30はコンビニ決済でのお支払い選択ができません。詳細は後述の【コンビニ決済をご利用のお客様へ】をご確認ください。 上記メンテナンス終了後にご入会・ご継続手続きを行った方から新年会費6,000円が適用となります。 メンテナンス開始時間までにご入会・ご継続手続きを完了された場合は、旧年会費5,000円が適用されます。 ※次年度のお支払から新年会費6,000円 ※システム手数料(200円)を除く 現時点でご入会・ご継続をご検討中のお客様はメンテナンス開始までのお手続きをお勧めいたします。 ※会員期限が2025年8月31日(日)以降の方は継続手続き開始が2025年7月1日(火)以降となりますので、新年会費のみでのご継続手続きとなりますことを恐れ入りますがご了承ください。 ◆2025年6月30日(月)が会員期限の方 クレジットカード情報を登録(自動継続設定)していると2025年6月1日(日)に自動決済となります。 旧年会費でのお手続きを希望の場合は、「マイページ」よりクレジットカード情報を登録(自動継続設定)をお勧めいたします。 ＞＞「クレジットカード情報の登録・変更・削除」はこちらから ◆2025年7月31日(木)が会員期限の方 継続手続き開始日の 2025年6月1日(日) にご継続完了すると、旧年会費でのお手続きが可能です。 ※ クレジットカード情報を登録(自動継続設定)している方の自動決済日は2025年7月1日(火)となりますので、ご注意ください。 ※ MY PAGE より自動決済日を待たず、継続手続きが可能です。 【コンビニ決済をご利用のお客様へ】 コンビニ決済をご利用の場合、サイト上で入会・継続手続きのお申込みをしていただいた時点で価格が確定いたします。 コンビニ店舗でのお支払い期限は、お申し込み完了日から7日間有効となりますため、コンビニ決済での旧年会費お申込み可能期間は下記となることをご了承ください。 ◆旧年会費でのコンビニ決済手続き 2025年5月23日(金)17:59まで 上述のシステムメンテナンスと併せ、2025年5月23日(金)18:00～6月2日(月)18:30 (予定)はコンビニ決済でのお支払い選択ができません。"
https://ishiharakaori-fc.com/news/?id=357,2025/05/13,5月12日「上海＆台北ファンミ ただいまトーク♡」配信終了後コメントを更新！,MOVIE『5月12日「上海＆台北ファンミ ただいまトーク♡」配信終了後コメント』を更新しました！ ▽こちらからチェック
https://ishiharakaori-fc.com/news/?id=358,2025/05/19,5月26日(月)19：00〜「石原夏織のCarry up!? NEXT」FC限定パート #4　配信します！,「石原夏織のCarry up!? NEXT」のFC限定パート #4 5月26日(月)19：00〜 より配信します！ 配信はこちらから→ ＃4 配信 アーカイブは、 MOVIEページ ・ 特設ページ からご覧いただけます。 お楽しみに！
https://ishiharakaori-fc.com/news/?id=359,2025/03/28,「VOICE BLOG」#9　更新！,夏織ちゃんがまったりおしゃべりするコンテンツ 「VOICE BLOG」#9 を更新しました！ ↓ご視聴は、こちらから
https://ishiharakaori-fc.com/news/?id=360,2025/05/20,「VOICE BLOG」#10　更新！,夏織ちゃんがまったりおしゃべりするコンテンツ 「VOICE BLOG」#10 を更新しました！ ↓ご視聴は、こちらから
https://ishiharakaori-fc.com/news/?id=361,2025/05/24,【【STAFF BLOG】「夏織学園 期末考査」素敵な回答のご紹介📗,【STAFF BLOG】「夏織学園 期末考査」素敵な回答のご紹介📗を更新しました！ ▽こちらからチェック
https://ishiharakaori-fc.com/news/?id=362,2025/06/01,6月のWALLPAPER 更新！,6月のWALLPAPERを更新しました！→ こちら
